Brand,Name,Price,Year,Car case,Volume,Transmission,Mileage,Gear,Color
Mercedes-Benz,E 200,23000000,2018,седан,2.0,автомат,127000.0,полный привод,белый металлик
Toyota,Camry,7999999,2011,седан,2.4,автомат,205000.0,передний привод,черный металлик
ВАЗ (Lada),Largus,3300000,2015,универсал,1.6,механика,133558.6735723293,передний привод,серый металлик
Toyota,Corolla,13499999,2022,седан,1.6,вариатор,11000.0,передний привод,серебристый
ВАЗ (Lada),2115 (седан),950000,2007,седан,1.6,механика,133558.6735723293,передний привод,зеленый металлик
Toyota,Camry,8700000,2013,седан,2.5,автомат,133558.6735723293,передний привод,черный
Toyota,RAV 4,11600000,2016,кроссовер,2.0,автомат,86835.0,полный привод,серебристый
Ford,Mustang,11000000,2016,кабриолет,2.3,автомат,120000.0,задний привод,красный металлик
Subaru,Outback,5500000,2007,универсал,2.5,автомат,222.0,полный привод,белый
Opel,Calibra,1500000,1995,купе,2.0,автомат,133558.6735723293,передний привод,серый
Toyota,Camry,19500000,2021,седан,2.5,автомат,25000.0,передний привод,черный металлик
Toyota,Avalon,28890000,2022,седан,3.5,автомат,15000.0,передний привод,белый
Lexus,RX 300,6500000,2002,кроссовер,3.0,автомат,288744.0,полный привод,белый
Mazda,Premacy,3500000,2002,минивэн,1.8,автомат,270000.0,передний привод,белый металлик
Mercedes-Benz,Sprinter,11000000,2010,микроавтобус,2.2,механика,183700.0,задний привод,белый
Hyundai,Sonata,5900000,2010,седан,2.0,автомат,196000.0,передний привод,белый
Kia,Sportage,21000000,2022,кроссовер,1.6,робот,25.0,передний привод,бронза металлик
Toyota,Camry,8300000,2015,седан,2.5,автомат,181000.0,передний привод,серебристый металлик
Kia,Cee’d,4950000,2007,универсал,1.6,автомат,258000.0,передний привод,белый
Lexus,ES 350,13700000,2013,седан,3.5,автомат,112560.0,передний привод,белый
Nissan,Qashqai,5750000,2007,кроссовер,2.0,вариатор,211000.0,полный привод,золотистый
Hyundai,Tucson,11450000,2019,кроссовер,2.0,автомат,109435.0,полный привод,серебристый
Lexus,ES 350,10500000,2010,седан,3.5,автомат,133558.6735723293,передний привод,черный металлик
Ford,Focus,4700000,2011,хэтчбек,1.6,механика,133558.6735723293,передний привод,серебристый
Nissan,Sentra,6500000,2015,седан,1.6,вариатор,140000.0,передний привод,коричневый
Toyota,Camry,10200000,2018,седан,2.5,автомат,192960.0,передний привод,серый металлик
Mitsubishi,Pajero,9000000,2007,внедорожник,3.0,автомат,270000.0,полный привод,серебристый металлик
Toyota,Land Cruiser,22500000,2012,внедорожник,4.6,автомат,158000.0,полный привод,черный металлик
BMW,116,3200000,2008,хэтчбек,1.6,автомат,260000.0,задний привод,черный
Lexus,LX 470,13500000,2007,внедорожник,4.7,автомат,250000.0,полный привод,черный металлик
Toyota,Land Cruiser Prado,12500000,2007,внедорожник,2.7,автомат,260000.0,полный привод,белый металлик
Kia,Cadenza,8950000,2015,седан,3.5,автомат,84000.0,передний привод,белый
Toyota,Corolla,14000000,2020,седан,1.8,вариатор,6800.0,передний привод,голубой металлик
Mercedes-Benz,E 320,5200000,2004,седан,3.2,автомат,133558.6735723293,задний привод,синий
Nissan,Patrol,6400000,2001,внедорожник,3.0,автомат,348000.0,полный привод,зеленый металлик
Toyota,Camry,8600000,2015,седан,2.5,автомат,133558.6735723293,передний привод,черный металлик
Toyota,Land Cruiser,8500000,2001,внедорожник,4.5,автомат,272000.0,полный привод,белый
Hyundai,Accent,5800000,2014,седан,1.4,автомат,133000.0,передний привод,белый
УАЗ,Patriot,1400000,2010,внедорожник,2.7,механика,200000.0,полный привод,черный
Toyota,Camry,13200000,2021,седан,2.5,автомат,24000.0,передний привод,синий металлик
BMW,X5,10555000,2008,кроссовер,4.8,автомат,246500.0,полный привод,черный металлик
Mitsubishi,Montero Sport,5200000,2000,внедорожник,3.0,автомат,220000.0,полный привод,серебристый металлик
ВАЗ (Lada),2107,880000,2011,седан,1.6,механика,133558.6735723293,задний привод,серебристый металлик
Lexus,LS 430,8000000,2004,седан,4.3,автомат,343000.0,задний привод,серый металлик
FAW,V80,3100000,2012,фургон,1.5,механика,148000.0,задний привод,серебристый металлик
Suzuki,Baleno,8500000,2023,хэтчбек,1.5,автомат,0.0,передний привод,белый металлик
Mercedes-Benz,S 350,6900000,2009,седан,3.5,автомат,250000.0,задний привод,черный металлик
Mitsubishi,Montero Sport,5800000,2000,внедорожник,3.0,автомат,133558.6735723293,полный привод,белый
Mitsubishi,Pajero,10000000,2010,внедорожник,3.8,автомат,265.0,полный привод,белый
Chevrolet,Cobalt,7990000,2023,седан,1.5,автомат,0.0,передний привод,коричневый металлик
Chevrolet,Cobalt,7990000,2023,седан,1.5,автомат,0.0,передний привод,белый металлик
JAC,Sunray,15100000,2023,фургон,2.7,механика,0.0,задний привод,белый
Hyundai,Sonata,13000000,2023,седан,2.0,автомат,0.0,передний привод,белый металлик
Toyota,4Runner,21000000,2017,внедорожник,4.0,автомат,88000.0,полный привод,белый
Mitsubishi,Pajero,13700000,2015,внедорожник,3.0,автомат,167000.0,полный привод,белый
Volkswagen,Jetta,5500000,2013,седан,1.6,автомат,179000.0,передний привод,коричневый металлик
ВАЗ (Lada),Vesta,3600000,2020,седан,1.6,механика,133558.6735723293,передний привод,белый
Toyota,Alphard,7500000,2006,минивэн,2.4,автомат,210000.0,передний привод,черный
Toyota,Camry,9700000,2012,седан,2.5,автомат,109000.0,передний привод,белый
Toyota,Camry,6800000,2013,седан,2.5,автомат,150000.0,передний привод,серебристый металлик
Toyota,Land Cruiser Prado,29500000,2022,внедорожник,2.7,автомат,12000.0,полный привод,белый
Mitsubishi,Montero Sport,3500000,1997,внедорожник,3.0,автомат,133558.6735723293,полный привод,белый
Nissan,Xterra,7300000,2009,внедорожник,4.0,вариатор,259227.0,полный привод,белый
Mazda,6,4000000,2011,седан,1.8,механика,133558.6735723293,передний привод,серый
Lexus,ES 300,5600000,2003,седан,3.0,автомат,295000.0,передний привод,серебристый
Volvo,940,1500000,1993,седан,2.3,механика,133558.6735723293,задний привод,синий
Hyundai,Santa Fe,13200000,2019,кроссовер,2.4,автомат,50000.0,полный привод,серый металлик
Mercedes-Benz,E 200,5500000,2010,седан,1.8,автомат,245000.0,задний привод,белый
Toyota,Camry,6000000,2004,седан,3.3,автомат,319000.0,передний привод,серый металлик
Toyota,Camry,17070000,2021,седан,2.5,автомат,32000.0,передний привод,белый металлик
Toyota,4Runner,42000000,2022,внедорожник,4.0,автомат,1500.0,полный привод,белый
Mercedes-Benz,ML 320,3800000,2000,внедорожник,3.2,автомат,133558.6735723293,полный привод,серебристый металлик
Toyota,Highlander,14200000,2011,кроссовер,3.5,автомат,133558.6735723293,полный привод,белый
Mitsubishi,Xpander,12000000,2022,кроссовер,1.5,автомат,72.0,передний привод,синий
ЗАЗ,Chance,2000000,2011,седан,1.5,механика,146000.0,передний привод,серый металлик
Renault,Duster,4800000,2015,кроссовер,2.0,механика,133558.6735723293,полный привод,белый
Lexus,RX 350,8799900,2006,кроссовер,3.5,автомат,133558.6735723293,полный привод,серый металлик
Honda,Odyssey,6999999,2008,минивэн,3.5,автомат,133558.6735723293,передний привод,белый
Kia,Cerato,10500000,2021,седан,2.0,автомат,30000.0,передний привод,черный металлик
Mitsubishi,Xpander,12000000,2022,кроссовер,1.5,автомат,13456.0,передний привод,белый
Infiniti,G37,11000000,2013,седан,3.7,автомат,119189.0,задний привод,белый металлик
Toyota,Camry,9300000,2013,седан,2.5,автомат,225120.0,передний привод,белый металлик
Toyota,Camry,8200000,2017,седан,2.5,автомат,233.0,передний привод,хамелеон металлик
FAW,1024,230000,2014,пикап,1.0,механика,133558.6735723293,передний привод,белый
Kia,Optima,6000000,2014,седан,2.4,автомат,180000.0,передний привод,черный металлик
Toyota,Camry,10200000,2015,седан,2.5,автомат,180000.0,передний привод,черный металлик
Mercedes-Benz,C 180,15000000,2016,седан,1.6,автомат,69000.0,задний привод,белый
Opel,Vectra,730000,1995,седан,2.0,механика,353454.0,передний привод,вишня металлик
Hyundai,Tucson,13500000,2021,кроссовер,2.0,автомат,50000.0,полный привод,белый
Dodge,Caliber,4500000,2006,хэтчбек,2.0,автомат,212000.0,передний привод,черный металлик
Ravon,Nexia R3,5100000,2019,седан,1.5,автомат,82000.0,передний привод,серый
Toyota,Camry,8700000,2014,седан,2.5,автомат,225260.0,передний привод,черный
ВАЗ (Lada),2121 Нива,2800000,2014,внедорожник,1.7,механика,152000.0,полный привод,белый
Kia,Rio,5600000,2014,седан,1.4,автомат,200000.0,передний привод,белый
ВАЗ (Lada),Granta 2190 (седан),3300000,2013,седан,1.6,автомат,200000.0,передний привод,красный металлик
Toyota,Camry,9200000,2014,седан,2.5,автомат,99000.0,передний привод,черный металлик
Kia,Rio,8800000,2020,седан,1.6,автомат,59000.0,передний привод,белый металлик
Toyota,Ipsum,5600000,2005,минивэн,2.4,автомат,175000.0,передний привод,серебристый
Renault,Duster,4700000,2017,кроссовер,2.0,механика,233000.0,полный привод,белый
BMW,740,4000000,1998,седан,4.4,автомат,133558.6735723293,задний привод,черный металлик
Volkswagen,Touareg,4400000,2004,кроссовер,3.2,автомат,245000.0,полный привод,синий
Toyota,Camry,5500000,2014,седан,2.5,автомат,133558.6735723293,передний привод,белый
Toyota,Camry,8200000,2015,седан,2.5,автомат,135000.0,передний привод,хамелеон металлик
Mercedes-Benz,E 320,5200000,2001,седан,3.2,автомат,133558.6735723293,задний привод,белый
ВАЗ (Lada),2106,650000,1999,седан,1.5,механика,7777.0,задний привод,синий
Toyota,Camry,7100000,2010,седан,2.5,автомат,133558.6735723293,передний привод,белый
ВАЗ (Lada),Priora 2170 (седан),3200000,2015,седан,1.6,механика,133558.6735723293,передний привод,белый
Volkswagen,Polo,7000000,2013,седан,1.6,автомат,199000.0,передний привод,серебристый
Hyundai,Tucson,18500000,2022,кроссовер,2.0,автомат,9600.0,передний привод,белый
Toyota,Land Cruiser,10000000,2006,внедорожник,4.7,автомат,133558.6735723293,полный привод,вишня металлик
Toyota,Land Cruiser Prado,13500000,2006,внедорожник,4.0,автомат,207722.0,полный привод,белый металлик
Toyota,Corolla,6700000,2010,седан,1.8,автомат,133558.6735723293,передний привод,белый металлик
Daewoo,Nexia,2000000,2013,седан,1.5,механика,140000.0,передний привод,белый
ВАЗ (Lada),Priora 2170 (седан),2800000,2014,седан,1.6,механика,777.0,передний привод,белый
Toyota,Camry,9800000,2012,седан,2.5,автомат,219000.0,передний привод,белый металлик
Lexus,RX 270,14200000,2014,кроссовер,2.7,автомат,170000.0,передний привод,белый металлик
ГАЗ,ГАЗель,5800000,2013,фургон,2.9,механика,320000.0,задний привод,белый металлик
Nissan,Primera,1350000,2000,лифтбек,1.8,механика,133558.6735723293,передний привод,белый
Mitsubishi,Delica,8000000,1998,минивэн,2.8,автомат,263000.0,полный привод,зеленый металлик
Jeep,Wrangler,500000,2007,внедорожник,3.6,автомат,133558.6735723293,полный привод,белый
Toyota,Corolla,3600000,2001,седан,1.6,автомат,133558.6735723293,передний привод,бежевый
Toyota,Camry,7200000,2011,седан,2.5,автомат,173000.0,передний привод,серый
Toyota,Camry,4900000,2002,седан,3.0,автомат,133558.6735723293,передний привод,белый металлик
Daewoo,Nexia,1800000,2011,седан,1.5,механика,300000.0,передний привод,синий
Toyota,Camry,4900000,2002,седан,3.0,автомат,133558.6735723293,передний привод,белый металлик
Toyota,Verso,7000000,2010,минивэн,1.8,вариатор,170000.0,передний привод,бирюзовый металлик
Nissan,Primera,3200000,1999,универсал,1.8,вариатор,185000.0,передний привод,серебристый
Toyota,Camry,8000000,2009,седан,2.5,автомат,175252.0,передний привод,белый
Audi,A8,3500000,1998,седан,2.8,механика,350000.0,передний привод,белый
Chevrolet,Captiva,12650000,2022,внедорожник,1.5,вариатор,133558.6735723293,передний привод,серебристый
Lexus,ES 350,10000000,2010,седан,3.5,автомат,140000.0,передний привод,белый
Toyota,Camry,7600000,2014,седан,2.5,автомат,160900.0,передний привод,хамелеон металлик
Lexus,GX 470,6500000,2003,внедорожник,4.7,автомат,133558.6735723293,полный привод,бежевый металлик
Toyota,Camry,14000000,2022,седан,2.5,автомат,133558.6735723293,передний привод,белый
Toyota,Land Cruiser Prado,17000000,2014,внедорожник,2.7,автомат,160000.0,полный привод,белый
Lexus,LX 470,13500000,2006,внедорожник,4.7,автомат,133558.6735723293,полный привод,серый металлик
Toyota,Camry,15500000,2017,седан,2.5,автомат,100000.0,передний привод,белый
ВАЗ (Lada),2121 Нива,1000000,2014,внедорожник,1.7,механика,150000.0,полный привод,белый
Toyota,Camry,11300000,2020,седан,2.5,автомат,83000.0,передний привод,серый металлик
Toyota,Carina E,2100000,1997,лифтбек,1.8,механика,111.0,передний привод,синий металлик
Hyundai,Elantra,2200000,2006,седан,1.6,механика,200.0,передний привод,синий металлик
ГАЗ,ГАЗель,10000000,2018,пикап,2.7,механика,59600.0,задний привод,белый
Mercedes-Benz,ML 350,4700000,2003,внедорожник,3.7,автомат,277000.0,полный привод,черный металлик
Toyota,Corolla,7500000,2013,седан,1.6,вариатор,221898.0,передний привод,белый
Toyota,Land Cruiser Prado,12500000,2006,внедорожник,4.0,автомат,287000.0,полный привод,золотистый
Toyota,Camry,15999999,2018,седан,2.5,автомат,133558.6735723293,передний привод,белый металлик
BMW,525,2300000,1997,седан,2.5,механика,399999.0,задний привод,черный металлик
Mercedes-Benz,E 280,3500000,1999,седан,2.8,автомат,133558.6735723293,задний привод,синий
Nissan,Maxima,2500000,1998,седан,2.0,автомат,450000.0,передний привод,синий
Toyota,Camry,8700000,2011,седан,2.5,автомат,286402.0,передний привод,белый
Kia,Cerato,4750000,2011,седан,1.6,автомат,235000.0,передний привод,белый
Volkswagen,Passat,1700000,1994,седан,2.0,механика,300000.0,передний привод,серый металлик
Opel,Vectra,400000,1993,седан,1.6,механика,133558.6735723293,передний привод,белый металлик
Toyota,Camry,6800000,2006,седан,3.5,автомат,90000.0,передний привод,серебристый металлик
Toyota,Fortuner,10700000,2009,внедорожник,2.7,автомат,264000.0,полный привод,белый
Mercedes-Benz,E 430,5100000,2001,седан,4.3,автомат,185000.0,задний привод,черный металлик
Toyota,Highlander,21000000,2020,кроссовер,3.5,автомат,35376.0,полный привод,белый
Hyundai,Tucson,12000000,2017,кроссовер,2.0,автомат,133558.6735723293,передний привод,черный металлик
Toyota,4Runner,9900000,2006,внедорожник,4.7,автомат,133558.6735723293,полный привод,серебристый
Kia,Sorento,7300000,2011,кроссовер,2.4,механика,140000.0,полный привод,белый
Opel,Astra,4500000,2010,универсал,0.0,автомат,345000.0,передний привод,серебристый металлик
Opel,Astra,3200000,2000,универсал,0.0,механика,133558.6735723293,передний привод,серебристый металлик
Toyota,Camry,12000000,2016,седан,2.0,автомат,87000.0,передний привод,белый металлик
Nissan,Tiida,4500000,2013,седан,1.6,автомат,133558.6735723293,передний привод,коричневый металлик
Nissan,Elgrand,7200000,2011,минивэн,2.5,вариатор,133558.6735723293,передний привод,белый
Toyota,Camry,2200000,1995,седан,2.2,механика,133558.6735723293,передний привод,синий
Great Wall,Deer,1400000,2007,пикап,2.2,механика,200000.0,задний привод,белый
Toyota,Hilux Surf,2000000,1991,внедорожник,2.4,механика,133558.6735723293,полный привод,красный металлик
Toyota,Corolla,4100000,2007,седан,1.8,автомат,300000.0,передний привод,белый
ВАЗ (Lada),Granta 2190 (седан),2400000,2015,седан,1.6,механика,133558.6735723293,передний привод,белый металлик
Porsche,Cayenne,4999999,2006,кроссовер,3.2,автомат,133558.6735723293,полный привод,черный
ГАЗ,ГАЗель,3600000,2006,пикап,2.7,механика,200000.0,задний привод,белый
Toyota,Alphard,5750000,2005,минивэн,3.0,автомат,133558.6735723293,полный привод,белый
Toyota,Land Cruiser,20000000,2008,внедорожник,4.3,автомат,250000.0,полный привод,черный
ВАЗ (Lada),2107,1400000,2012,седан,1.6,механика,65000.0,задний привод,черный металлик
Kia,Sportage,9000000,2013,кроссовер,2.0,автомат,69000.0,полный привод,белый металлик
Toyota,Sienna,8000000,2005,минивэн,3.5,автомат,321800.0,передний привод,серый
Toyota,Crown,32000000,2023,седан,2.5,автомат,0.0,передний привод,белый металлик
Toyota,Camry,9000000,2012,седан,2.5,автомат,199392.0,передний привод,серый металлик
Skoda,Octavia,4200000,2012,лифтбек,1.6,автомат,252666.0,передний привод,серый
Lexus,RX 300,5300000,2000,кроссовер,3.0,автомат,250000.0,полный привод,серебристый
Daewoo,Nexia,2200000,2012,седан,1.6,механика,133558.6735723293,передний привод,белый
ВАЗ (Lada),Largus,4000000,2015,универсал,1.6,механика,95000.0,передний привод,белый металлик
Nissan,X-Trail,4900000,2005,кроссовер,2.0,автомат,165000.0,передний привод,черный металлик
Chevrolet,Nexia,4700000,2020,седан,1.5,механика,98000.0,передний привод,белый
Toyota,Land Cruiser Prado,6700000,2002,внедорожник,2.7,механика,133558.6735723293,полный привод,белый
Chevrolet,Tracker,6345000,2014,кроссовер,1.8,автомат,135819.0,передний привод,черный
Hyundai,Elantra,11500000,2022,седан,1.6,автомат,28000.0,передний привод,белый
Toyota,Camry,6600000,2015,седан,2.5,автомат,107803.0,передний привод,серый металлик
Daewoo,Nexia,1000000,2007,седан,1.5,механика,254000.0,передний привод,белый
Toyota,Alphard,6800000,2002,минивэн,2.4,автомат,198000.0,передний привод,белый металлик
ВАЗ (Lada),Largus,3500000,2013,универсал,1.6,механика,130094.0,передний привод,белый
Nissan,Teana,6700000,2010,седан,2.5,вариатор,152000.0,передний привод,черный
Toyota,Camry,15500000,2018,седан,2.5,автомат,73000.0,передний привод,белый металлик
BMW,325,1800000,1987,седан,2.5,механика,133558.6735723293,задний привод,белый
Lexus,RX 350,9000000,2010,кроссовер,3.5,автомат,321600.0,полный привод,черный
ГАЗ,ГАЗель,4200000,2012,пикап,2.9,механика,133558.6735723293,задний привод,белый
Kia,Rio,4900000,2010,седан,1.4,автомат,155000.0,передний привод,красный металлик
Chevrolet,Niva,1200000,2005,внедорожник,1.7,механика,145000.0,полный привод,серебристый металлик
Toyota,Venza,10000000,2011,кроссовер,2.7,автомат,236523.0,передний привод,белый
Honda,Odyssey,7300000,2007,минивэн,3.5,автомат,305520.0,передний привод,серый
Audi,A6,2200000,1997,седан,2.8,механика,133558.6735723293,передний привод,синий
ВАЗ (Lada),XRAY,4500000,2017,хэтчбек,1.8,механика,106000.0,передний привод,белый
Toyota,Camry,6500000,2011,седан,2.4,автомат,270.0,передний привод,серебристый металлик
Subaru,Outback,7000000,2011,универсал,2.5,вариатор,133558.6735723293,полный привод,зеленый металлик
Toyota,Corolla,12490000,2022,седан,1.6,вариатор,17000.0,передний привод,белый металлик
Mercedes-Benz,E 320,4500000,1998,седан,3.2,автомат,113000.0,задний привод,синий металлик
Toyota,Camry,11800000,2015,седан,2.5,автомат,240000.0,передний привод,синий металлик
ВАЗ (Lada),2121 Нива,2000000,2013,внедорожник,1.7,механика,133558.6735723293,полный привод,белый
Toyota,Camry,3500000,2005,седан,2.4,механика,278000.0,передний привод,черный
Renault,Logan,2400000,2011,седан,1.4,механика,255000.0,передний привод,белый
Honda,Accord,8900000,2015,седан,2.4,автомат,154368.0,передний привод,черный
Opel,Vectra,650000,1994,седан,1.8,механика,133558.6735723293,передний привод,зеленый
ВАЗ (Lada),Granta 2190 (седан),1650000,2013,седан,1.6,механика,260.0,передний привод,бежевый металлик
Lexus,ES 330,6000000,2004,седан,3.3,автомат,133558.6735723293,передний привод,белый металлик
Land Rover,Freelander,9150000,2013,кроссовер,2.0,автомат,100000.0,полный привод,черный металлик
Toyota,Fortuner,29000000,2022,внедорожник,4.0,автомат,6000.0,полный привод,белый
ВАЗ (Lada),Priora 2170 (седан),1600000,2013,седан,1.6,механика,133558.6735723293,передний привод,черный
Opel,Vectra,1700000,2001,хэтчбек,1.8,механика,300000.0,передний привод,серебристый металлик
ВАЗ (Lada),2121 Нива,1850000,2013,внедорожник,1.7,механика,180000.0,полный привод,белый
Daewoo,Matiz,1500000,2007,хэтчбек,0.8,автомат,133558.6735723293,передний привод,синий
Nissan,Altima,2400000,2005,седан,2.5,автомат,133558.6735723293,передний привод,золотистый
Toyota,Camry,14681000,2021,седан,2.5,автомат,43176.0,передний привод,серый
Lexus,ES 250,12200000,2012,седан,2.5,автомат,179000.0,передний привод,белый
Lexus,RX 350,8300000,2007,кроссовер,3.5,автомат,240000.0,передний привод,серебристый металлик
Lexus,LS 430,5500000,2002,седан,4.3,автомат,377777.0,задний привод,черный металлик
Lexus,ES 350,17300000,2015,седан,3.5,автомат,102300.0,передний привод,черный металлик
Toyota,Camry,3800000,1998,седан,2.2,автомат,133558.6735723293,передний привод,зеленый
Nissan,Primera,1200000,1995,седан,2.0,механика,280000.0,передний привод,синий
Saab,9-5,3100000,2005,седан,2.3,автомат,302324.0,передний привод,серый металлик
Opel,Vectra,950000,1994,седан,1.8,механика,133558.6735723293,передний привод,зеленый металлик
ВАЗ (Lada),Priora 2171 (универсал),1800000,2010,универсал,1.6,механика,210000.0,передний привод,зеленый
Volkswagen,Polo,6500000,2015,седан,1.6,автомат,130000.0,передний привод,серебристый металлик
Land Rover,Range Rover,4200000,2005,внедорожник,4.4,автомат,220000.0,полный привод,серый металлик
Hyundai,Accent,9000000,2022,седан,1.6,автомат,12000.0,передний привод,белый
Opel,Vectra,1300000,1995,седан,1.6,механика,133558.6735723293,передний привод,синий металлик
Toyota,Hilux,18737000,2021,пикап,2.7,механика,38267.0,полный привод,белый
Hyundai,Elantra,5800000,2012,седан,1.8,автомат,133558.6735723293,передний привод,черный металлик
Chery,Very,1700000,2011,хэтчбек,1.5,механика,175000.0,передний привод,серый металлик
Toyota,Crown Majesta,4700000,2008,седан,4.3,автомат,220000.0,задний привод,белый
ВАЗ (Lada),Granta 2190 (седан),3100000,2013,седан,1.6,автомат,220.0,передний привод,белый металлик
Hyundai,Elantra,5800000,2012,седан,1.8,автомат,133558.6735723293,передний привод,черный металлик
Kia,Sorento,4000000,2006,внедорожник,2.4,механика,300000.0,полный привод,серебристый
Renault,Duster,10500000,2020,кроссовер,2.0,механика,75000.0,полный привод,белый металлик
Hyundai,Accent,4000000,2012,седан,1.6,автомат,194000.0,передний привод,золотистый металлик
ВАЗ (Lada),21099 (седан),550000,2001,седан,1.6,механика,133558.6735723293,передний привод,зеленый
ВАЗ (Lada),Vesta,4200000,2017,седан,1.6,механика,133558.6735723293,передний привод,белый
ВАЗ (Lada),2107,900000,2007,седан,1.6,механика,256896.0,задний привод,вишня
Renault,Duster,10500000,2020,кроссовер,2.0,механика,75000.0,полный привод,белый металлик
Hyundai,Elantra,11500000,2021,седан,1.6,автомат,81000.0,передний привод,белый
Toyota,Land Cruiser Prado,9800000,2005,внедорожник,4.0,автомат,133558.6735723293,полный привод,серебристый
Volkswagen,Golf,2800000,2000,хэтчбек,1.6,автомат,133558.6735723293,передний привод,серебристый металлик
ВАЗ (Lada),2107,3000000,2008,седан,1.7,механика,133558.6735723293,задний привод,черный металлик
Lexus,GS 300,2500000,1994,седан,3.0,автомат,400000.0,задний привод,серебристый
ВАЗ (Lada),Priora 2170 (седан),2550000,2012,седан,1.6,механика,133558.6735723293,передний привод,бордовый металлик
Toyota,Camry,9300000,2011,седан,3.5,автомат,263712.0,передний привод,белый
Ravon,Nexia R3,5500000,2020,седан,1.5,автомат,39000.0,передний привод,белый металлик
Honda,Accord,5000000,2007,седан,2.4,автомат,300000.0,передний привод,черный
Toyota,Corolla,8500000,2013,седан,1.8,автомат,133558.6735723293,передний привод,белый
Toyota,Camry,17500000,2020,седан,2.5,автомат,28000.0,передний привод,черный
Toyota,Hilux,26700000,2023,пикап,4.0,автомат,0.0,полный привод,белый металлик
Toyota,Alphard,8200000,2009,минивэн,3.5,автомат,156545.0,полный привод,черный металлик
Mazda,Xedos 9,1500000,1998,седан,2.5,механика,123456.0,передний привод,зеленый
Mitsubishi,Xpander,12554000,2022,кроссовер,1.5,автомат,1294.0,передний привод,коричневый
ГАЗ,ГАЗель,3000000,2009,пикап,2.9,механика,133558.6735723293,задний привод,белый
Lexus,GS 350,7500000,2007,седан,3.5,автомат,193080.0,полный привод,серебристый металлик
Toyota,RAV 4,21300000,2022,кроссовер,2.5,автомат,500.0,полный привод,белый
ВАЗ (Lada),Priora 2172 (хэтчбек),2200000,2012,хэтчбек,1.6,механика,133558.6735723293,передний привод,белый
ВАЗ (Lada),2107,2500000,2011,седан,1.6,механика,133558.6735723293,задний привод,красный
ВАЗ (Lada),2114 (хэтчбек),650000,2012,хэтчбек,1.6,механика,220000.0,передний привод,белый
Mitsubishi,Pajero,4200000,1998,внедорожник,3.5,автомат,133558.6735723293,полный привод,красный
Kia,K5,15000000,2020,седан,2.0,автомат,75000.0,передний привод,серый
Nissan,X-Trail,7550000,2014,кроссовер,2.0,автомат,209001.0,полный привод,черный
Hyundai,Elantra,2600000,2005,седан,1.6,механика,243000.0,передний привод,серебристый
Mercedes-Benz,E 320,3800000,2000,седан,3.2,автомат,133558.6735723293,задний привод,серебристый металлик
Toyota,Camry,7000000,2009,седан,2.5,автомат,133558.6735723293,передний привод,белый
Toyota,Camry,18000000,2021,седан,2.5,автомат,35000.0,передний привод,белый
Toyota,Hilux,14500000,2018,пикап,2.4,механика,133558.6735723293,полный привод,белый
Toyota,Highlander,13300000,2011,кроссовер,3.5,автомат,182000.0,полный привод,белый
Opel,Mokka,6100000,2012,кроссовер,1.8,автомат,129555.0,полный привод,коричневый
Kia,Cadenza,8590000,2015,седан,3.5,автомат,159767.0,передний привод,серый
BMW,728,3000000,1998,седан,2.8,автомат,133558.6735723293,задний привод,зеленый металлик
Toyota,Camry,8200000,2012,седан,2.5,автомат,133558.6735723293,передний привод,серебристый металлик
Mercedes-Benz,E 320,3300000,1994,седан,3.2,автомат,133558.6735723293,задний привод,зеленый
ГАЗ,ГАЗель,5000000,2010,пикап,2.9,механика,170000.0,задний привод,оранжевый
Lexus,ES 350,7200000,2007,седан,3.5,автомат,329969.0,передний привод,серебристый
ВАЗ (Lada),2110 (седан),700000,2003,седан,1.5,механика,180000.0,передний привод,коричневый
ВАЗ (Lada),Largus Cross,7000000,2020,универсал,1.6,механика,86000.0,передний привод,белый
Toyota,Hilux,7200000,2009,пикап,2.5,механика,263000.0,полный привод,серебристый металлик
Chevrolet,Captiva,12450000,2023,внедорожник,1.5,вариатор,0.0,передний привод,серый
Toyota,Sienna,7500000,2004,минивэн,3.3,автомат,310000.0,передний привод,серебристый металлик
Hyundai,Elantra,2200000,2002,седан,2.0,автомат,271000.0,передний привод,золотистый металлик
ВАЗ (Lada),2115 (седан),1450000,2012,седан,1.5,механика,150000.0,передний привод,черный
Toyota,Land Cruiser,6800000,2003,внедорожник,4.2,механика,133558.6735723293,полный привод,белый
ВАЗ (Lada),Priora 2171 (универсал),2200000,2012,универсал,1.6,механика,133558.6735723293,передний привод,черный
Ravon,Nexia R3,5200000,2019,седан,1.5,автомат,112282.0,передний привод,белый
Volkswagen,Golf,1600000,1993,хэтчбек,1.8,автомат,133558.6735723293,передний привод,синий металлик
ВАЗ (Lada),Granta 2190 (седан),3800000,2020,седан,1.6,механика,140000.0,передний привод,белый
Kia,Optima,8500000,2014,седан,2.0,автомат,113000.0,передний привод,белый
Daewoo,Nexia,1300000,2007,седан,1.5,механика,133558.6735723293,передний привод,белый
Toyota,Land Cruiser Prado,14500000,2012,внедорожник,2.7,механика,242.0,полный привод,белый
Chevrolet,Niva,3500000,2016,внедорожник,1.7,механика,133558.6735723293,полный привод,серебристый металлик
Nissan,Tiida,3550000,2011,седан,1.6,механика,228299.0,передний привод,белый
Toyota,Carina E,1800000,1995,седан,1.6,механика,250000.0,передний привод,вишня
Mazda,626,870000,1990,седан,2.0,механика,362362.0,передний привод,белый
